Store,Total_Sales,Average_Sales,Total_Customers,Average_Customers
1104,3397012,4481.546174142481,268215,353.84564643799473
1105,3555802,3774.736730360934,397318,421.78131634819533
1106,3836971,4073.2176220806796,437169,464.0859872611465
1107,3882362,5121.849604221636,416495,549.4656992084433
1108,4482599,4758.597664543525,460408,488.755838641189
1109,3064721,4043.1675461741424,281354,371.17941952506595
1110,3548486,3766.9702760084924,422958,449.0
1111,4091076,4342.968152866242,351883,373.5488322717622
1112,7974294,8465.28025477707,653276,693.4989384288747
1113,5196242,5516.180467091295,562151,596.7632696390658
1114,16202585,17200.196390658173,2509542,2664.0573248407645
1115,4922229,5225.296178343949,337884,358.687898089172
